jobid	node	walltime	systime	memory	memunit	status
NA18508_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.64666666667	2.05	7.035	G	0
NA18868_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.06416666667	2.36666666667	6.440	G	0
NA18520_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.285	2.85	6.349	G	0
NA18519_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.12277777778	3.08333333333	6.273	G	0
NA18861_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.890555555556	2.85	5.811	G	0
NA18510_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.11166666667	3.55	6.007	G	0
NA18858_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.904722222222	1.8	6.001	G	0
NA18517_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.958055555556	1.33333333333	6.616	G	0
NA18511_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.894166666667	3.56666666667	5.583	G	0
NA18505_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.928055555556	3.33333333333	5.893	G	0
NA12716_accepted_hits.bam_cufflinks.sh	compute-0-45.local	5.17805555556	3.7	8.712	G	0
NA18505_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.702222222222	2.35	5.863	G	0
NA18502_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.770555555556	1.93333333333	5.706	G	0
NA18489_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.19666666667	3.13333333333	6.507	G	0
NA12889_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.7075	2.6	7.483	G	0
NA12873_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.84611111111	3.45	7.422	G	0
NA18498_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.910833333333	3.38333333333	6.011	G	0
NA12775_accepted_hits.bam_cufflinks.sh	compute-0-45.local	3.24277777778	3.23333333333	8.375	G	0
NA12814_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.58888888889	3.4	8.071	G	0
NA12872_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.74361111111	2.93333333333	7.166	G	0
NA18489_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.787777777778	3.41666666667	5.810	G	0
NA18488_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.939444444444	2.38333333333	6.189	G	0
NA12829_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.28527777778	3.76666666667	7.346	G	0
NA18488_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.934444444444	2.35	5.773	G	0
NA12399_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	4.80027777778	4.76666666667	8.574	G	0
NA18487_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.04361111111	2.9	6.114	G	0
NA18487_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.10416666667	3.6	5.798	G	0
NA12890_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.23722222222	2.7	6.533	G	0
NA12874_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.31694444444	3.45	6.306	G	0
NA18486_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.969166666667	4.31666666667	5.845	G	0
NA12815_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.09138888889	3.7	6.607	G	0
NA12842_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.67388888889	3.55	6.639	G	0
NA12872_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.906944444444	2.9	6.381	G	0
NA12889_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.736388888889	2.63333333333	5.851	G	0
NA12874_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.762222222222	3.28333333333	5.897	G	0
NA12873_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.685277777778	2.78333333333	5.685	G	0
NA12843_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.968333333333	2.46666666667	6.016	G	0
NA12842_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.05555555556	3.4	5.991	G	0
NA12843_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.731388888889	3.26666666667	5.624	G	0
NA12830_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.979166666667	2.55	6.140	G	0
NA12776_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.70638888889	2.85	6.525	G	0
NA12813_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.25888888889	2.93333333333	6.308	G	0
NA12778_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.51166666667	3.01666666667	6.354	G	0
NA12812_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.40055555556	6.0	5.866	G	0
NA12763_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.8225	4.18333333333	7.410	G	0
NA12829_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.803055555556	3.21666666667	5.874	G	0
NA12814_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.945277777778	3.33333333333	6.026	G	0
NA12827_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.773333333333	2.86666666667	5.882	G	0
NA12777_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.31972222222	2.7	6.163	G	0
NA12827_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.781388888889	3.4	5.703	G	0
NA12751_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.02055555556	4.03333333333	7.019	G	0
NA12761_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.69305555556	3.2	6.202	G	0
NA12813_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.736944444444	2.75	5.966	G	0
NA12762_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.38944444444	3.91666666667	5.830	G	0
NA12777_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.779444444444	2.85	5.718	G	0
NA12762_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.11333333333	2.96666666667	5.892	G	0
NA12776_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.726111111111	3.16666666667	6.525	G	0
NA12763_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.976944444444	4.08333333333	5.823	G	0
NA12718_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.86722222222	2.88333333333	6.495	G	0
NA12749_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.57472222222	5.81666666667	6.024	G	0
NA12775_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.808055555556	3.26666666667	5.631	G	0
NA12761_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.05416666667	4.51666666667	6.628	G	0
NA12750_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.38861111111	2.9	6.375	G	0
NA12413_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.92194444444	2.63333333333	7.933	G	0
NA12717_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.46666666667	3.76666666667	6.890	G	0
NA12751_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.01444444444	3.91666666667	5.882	G	0
NA12760_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.857222222222	2.68333333333	5.817	G	0
NA12760_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.766944444444	2.38333333333	5.752	G	0
NA12342_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.13611111111	1.63333333333	7.507	G	0
NA12750_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.924166666667	3.7	5.757	G	0
NA12489_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.5475	2.85	7.039	G	0
NA12347_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.83583333333	3.28333333333	6.926	G	0
NA12383_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.63	2.98333333333	7.268	G	0
NA12400_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.36444444444	3.06666666667	6.088	G	0
NA12341_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.85638888889	3.86666666667	8.475	G	0
NA12716_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.9125	3.0	6.065	G	0
NA12546_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.893333333333	2.76666666667	5.873	G	0
NA12286_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.95277777778	2.21666666667	6.946	G	0
NA12340_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.5525	3.18333333333	6.897	G	0
NA12273_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.15555555556	4.58333333333	7.415	G	0
NA12546_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.716666666667	2.86666666667	5.710	G	0
NA12400_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.826111111111	3.41666666667	5.902	G	0
NA12275_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.94638888889	3.08333333333	7.253	G	0
NA12399_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.85	2.95	5.836	G	0
NA12413_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.675833333333	2.83333333333	5.970	G	0
NA12283_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.34444444444	3.35	6.128	G	0
NA12348_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.731388888889	2.93333333333	6.021	G	0
NA12340_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.996388888889	3.2	5.796	G	0
NA12348_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.635833333333	2.86666666667	6.264	G	0
NA12234_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.70888888889	3.95	6.963	G	0
NA12156_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.66194444444	3.71666666667	6.847	G	0
NA12286_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.908888888889	3.45	5.969	G	0
NA12287_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.774166666667	3.45	5.906	G	0
NA12287_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.818611111111	3.38333333333	5.811	G	0
NA12282_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.10666666667	4.56666666667	5.911	G	0
NA12282_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.990555555556	3.35	5.811	G	0
NA12283_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.896944444444	3.11666666667	5.911	G	0
NA12249_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.35666666667	2.28333333333	7.198	G	0
NA12156_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.45111111111	4.96666666667	5.880	G	0
NA12058_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.83361111111	4.45	6.281	G	0
NA12272_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.953888888889	3.53333333333	6.244	G	0
NA12272_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.9925	3.96666666667	5.898	G	0
NA12275_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.821111111111	2.33333333333	5.950	G	0
NA12006_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.8275	1.5	7.132	G	0
NA11994_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.49305555556	1.88333333333	7.423	G	0
NA12144_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.47583333333	2.73333333333	6.867	G	0
NA12234_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.808333333333	2.73333333333	5.718	G	0
NA12154_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.19222222222	3.03333333333	6.479	G	0
NA12044_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.47138888889	2.95	6.873	G	0
NA12058_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.3625	4.6	6.849	G	0
NA12155_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.886666666667	2.53333333333	5.990	G	0
NA12043_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.31555555556	2.33333333333	7.213	G	0
NA11893_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.71888888889	4.0	8.409	G	0
NA12155_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.836388888889	2.61666666667	6.084	G	0
NA12005_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.23277777778	2.38333333333	6.312	G	0
NA12154_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.763611111111	2.86666666667	5.710	G	0
NA12045_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.974166666667	2.68333333333	6.026	G	0
NA11831_accepted_hits.bam_cufflinks.sh	compute-0-45.local	3.16138888889	3.25	7.713	G	0
NA12045_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.8625	2.93333333333	6.179	G	0
NA12144_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.693888888889	2.7	5.761	G	0
NA12043_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.836111111111	2.65	5.914	G	0
NA12006_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.8175	1.46666666667	6.110	G	0
NA12004_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.39333333333	2.96666666667	6.412	G	0
NA11995_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.32888888889	2.45	6.367	G	0
NA11993_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.47	2.6	6.495	G	0
NA11894_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.64027777778	3.01666666667	6.336	G	0
NA11931_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.38361111111	3.11666666667	6.425	G	0
NA11920_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.56583333333	2.66666666667	7.421	G	0
NA11994_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.980833333333	2.56666666667	5.943	G	0
NA11930_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.26888888889	4.21666666667	6.139	G	0
NA11832_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.11555555556	2.0	6.984	G	0
NA11992_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.12166666667	1.9	6.041	G	0
NA11995_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.822777777778	2.35	5.952	G	0
NA11881_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.66055555556	3.23333333333	7.030	G	0
NA11892_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.55194444444	4.13333333333	6.525	G	0
NA12004_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.686666666667	3.15	6.200	G	0
NA11930_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.16777777778	4.08333333333	5.926	G	0
NA11843_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.73138888889	2.95	6.436	G	0
NA11918_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.20888888889	2.95	6.669	G	0
NA11992_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.932777777778	2.53333333333	5.863	G	0
NA11893_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.815833333333	3.45	6.926	G	0
NA11840_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.14611111111	2.16666666667	6.241	G	0
NA10847_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.70277777778	2.81666666667	7.032	G	0
NA07347_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.05166666667	2.03333333333	6.639	G	0
NA11894_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.652222222222	2.83333333333	5.764	G	0
NA11843_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.00194444444	3.43333333333	5.757	G	0
NA11830_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.21805555556	3.25	6.364	G	0
NA11831_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.17138888889	3.01666666667	5.850	G	0
NA11830_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.145	3.53333333333	6.340	G	0
NA10851_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.23916666667	2.85	5.829	G	0
NA07357_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.35472222222	3.4	6.580	G	0
NA06994_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.32472222222	3.01666666667	6.866	G	0
NA11840_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.6425	2.6	5.684	G	0
NA11829_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.921388888889	2.1	5.975	G	0
NA11832_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.785	2.95	5.922	G	0
NA11829_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.791666666667	2.45	5.879	G	0
NA07346_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.57444444444	3.25	7.873	G	0
NA07056_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.65916666667	4.03333333333	6.372	G	0
NA10851_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.773611111111	3.0	5.741	G	0
NA10847_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.891111111111	3.33333333333	6.949	G	0
NA07051_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.37527777778	2.91666666667	6.944	G	0
NA07357_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.981944444444	3.75	6.607	G	0
NA07000_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.61194444444	2.31666666667	6.518	G	0
NA07048_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.34388888889	3.8	5.889	G	0
NA07037_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.40805555556	3.2	6.321	G	0
NA07347_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.903611111111	2.91666666667	5.897	G	0
NA07048_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.974166666667	3.7	5.855	G	0
NA06986_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.75083333333	2.51666666667	8.024	G	0
NA07051_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.751388888889	2.35	5.715	G	0
NA07346_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.609166666667	2.58333333333	5.868	G	0
NA07037_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.955833333333	3.3	5.851	G	0
NA06994_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.810833333333	3.31666666667	5.708	G	0
NA06989_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.955833333333	2.98333333333	5.900	G	0
NA06985_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.98333333333	2.31666666667	7.288	G	0
NA06986_6_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.44305555556	3.85	6.220	G	0
HG00384_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.7475	2.8	7.623	G	0
NA06986_8_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.20055555556	2.8	6.040	G	0
NA06986_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.77277777778	3.86666666667	6.470	G	0
NA06986_4_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.50555555556	2.85	6.361	G	0
NA06986_7_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.21	3.16666666667	5.895	G	0
NA06986_3_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.41833333333	5.03333333333	6.017	G	0
HG02215_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.6125	3.85	6.540	G	0
NA06984_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.51388888889	6.06666666667	5.873	G	0
HG01334_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.19194444444	4.1	6.571	G	0
HG01791_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.72222222222	3.61666666667	8.115	G	0
NA06986_5_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.994444444444	2.88333333333	5.831	G	0
HG00383_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.10888888889	3.11666666667	7.172	G	0
HG01789_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.48305555556	4.1	5.994	G	0
HG00379_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.89361111111	3.1	6.576	G	0
HG00377_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.87138888889	2.73333333333	6.913	G	0
HG00382_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.43555555556	4.06666666667	6.410	G	0
HG00378_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.66888888889	3.31666666667	7.141	G	0
HG00376_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.80777777778	3.0	6.835	G	0
HG00365_accepted_hits.bam_cufflinks.sh	compute-0-45.local	3.33444444444	5.4	7.787	G	0
HG00373_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.66638888889	3.36666666667	7.963	G	0
HG00375_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.85083333333	2.38333333333	7.091	G	0
HG01790_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.579722222222	2.36666666667	5.638	G	0
HG00380_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.115	3.43333333333	5.991	G	0
HG00378_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.06361111111	2.98333333333	5.806	G	0
HG00381_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.555277777778	2.28333333333	5.611	G	0
HG00377_2_accepted_hits.bam_cufflinks.sh	compute-0-48.local	0.883611111111	1.8	6.401	G	0
HG00367_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.27166666667	1.81666666667	7.204	G	0
HG00359_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.66444444444	2.15	7.084	G	0
HG00375_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.38444444444	3.18333333333	6.248	G	0
HG00369_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.89777777778	3.81666666667	6.456	G	0
HG00364_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.93611111111	3.55	8.143	G	0
HG00361_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.12416666667	5.43333333333	6.525	G	0
HG00358_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.38611111111	3.73333333333	6.419	G	0
HG00366_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.74638888889	3.01666666667	7.257	G	0
HG00372_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.34583333333	3.78333333333	5.925	G	0
HG00356_accepted_hits.bam_cufflinks.sh	compute-0-46.local	2.39611111111	2.9	7.390	G	0
HG00371_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.305	4.03333333333	6.268	G	0
HG00355_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.43166666667	3.65	7.630	G	0
HG00362_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.40472222222	3.66666666667	5.960	G	0
HG00360_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.25222222222	3.38333333333	6.267	G	0
HG00355_7_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.6925	3.65	6.263	G	0
HG00355_4_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.93833333333	4.76666666667	6.340	G	0
HG00355_5_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.78611111111	4.35	6.739	G	0
HG00355_6_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.51444444444	3.83333333333	6.162	G	0
HG00353_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.05611111111	1.91666666667	7.542	G	0
HG00343_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.60527777778	4.91666666667	6.632	G	0
HG00355_8_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.15888888889	3.96666666667	6.180	G	0
HG00351_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.17388888889	1.33333333333	7.047	G	0
HG00355_3_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.48638888889	3.88333333333	6.224	G	0
HG00355_2_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.61722222222	4.13333333333	6.028	G	0
HG00344_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.10888888889	3.5	6.827	G	0
HG00346_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.90722222222	2.4	7.117	G	0
HG00342_accepted_hits.bam_cufflinks.sh	compute-0-48.local	2.06305555556	3.95	6.689	G	0
HG00338_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.43527777778	3.08333333333	8.362	G	0
HG00349_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.38722222222	2.71666666667	6.244	G	0
HG00345_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.29833333333	3.51666666667	5.836	G	0
HG00341_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.55694444444	1.95	6.447	G	0
HG00349_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.03916666667	2.86666666667	6.161	G	0
HG00350_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.709722222222	3.01666666667	6.018	G	0
HG00331_accepted_hits.bam_cufflinks.sh	compute-0-47.local	2.17777777778	2.93333333333	8.237	G	0
HG00339_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.34027777778	3.01666666667	6.279	G	0
HG00335_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.77722222222	3.55	6.384	G	0
HG00312_accepted_hits.bam_cufflinks.sh	compute-0-46.local	3.92722222222	3.41666666667	9.024	G	0
HG00337_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.35777777778	2.61666666667	6.443	G	0
HG00336_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.37805555556	3.1	6.123	G	0
HG00332_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.42055555556	3.43333333333	6.788	G	0
HG00328_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.8625	3.0	7.092	G	0
HG00334_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.30638888889	2.46666666667	7.044	G	0
HG00330_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.43472222222	2.8	6.717	G	0
HG00309_accepted_hits.bam_cufflinks.sh	compute-0-45.local	3.54638888889	4.95	9.235	G	0
HG00338_2_accepted_hits.bam_cufflinks.sh	compute-0-46.local	0.8175	3.26666666667	6.537	G	0
HG00325_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.00638888889	4.18333333333	7.017	G	0
HG00324_accepted_hits.bam_cufflinks.sh	compute-0-45.local	2.06916666667	3.26666666667	7.246	G	0
HG00329_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.15888888889	3.61666666667	6.788	G	0
HG00326_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.48611111111	2.53333333333	6.541	G	0
HG00315_accepted_hits.bam_cufflinks.sh	compute-0-45.local	1.97055555556	3.11666666667	7.422	G	0
HG00321_accepted_hits.bam_cufflinks.sh	compute-0-48.local	1.5325	3.6	6.384	G	0
HG00328_2_accepted_hits.bam_cufflinks.sh	compute-0-45.local	0.966111111111	3.65	5.903	G	0
HG00323_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.2675	4.0	5.742	G	0
HG00327_accepted_hits.bam_cufflinks.sh	compute-0-47.local	0.897777777778	3.36666666667	6.662	G	0
HG00320_accepted_hits.bam_cufflinks.sh	compute-0-47.local	1.61361111111	3.56666666667	6.178	G	0
HG00319_accepted_hits.bam_cufflinks.sh	compute-0-46.local	1.61611111111	3.31666666667	6.252	G	0
