x,y,type
8.9,1.8278474718447,point
8.9,1.57738773707873,point
8.9,3.44917440313421,point
8.9,2.92584375095643,point
8.9,2.52790607560381,point
8.9,3.11500160455018,point
8.9,2.74000575387271,point
8.9,2.99137218350336,point
8.9,2.639320158016,point
8.9,2.01935676485096,point
8.9,1.72627320893565,point
8.9,0.922154452694987,point
8.9,1.75485330454238,point
8.9,2.59185411892892,point
9,2.04505148876368,point
9,2.08693658591244,point
9,2.41039538105889,point
9,2.03994902392021,point
9,2.84130292500173,point
9,2.64906816575384,point
9,2.12050788103307,point
9,2.58227177131949,point
9,2.15116717021497,point
9,3.05073675835721,point
9,2.78697684866569,point
9,2.08277751488909,point
9,1.42139297846488,point
9,1.46450098831569,point
9,2.02126650549107,point
9,2.65715292767948,point
9,2.73609610844519,point
9,1.62008900544923,point
9,2.67293896311932,point
9,2.7966600452355,point
9,3.02812177665599,point
9,2.29396780462389,point
9,2.99402570984669,point
9,2.41155369623752,point
9,3.50110789237729,point
9,2.38226606411905,point
9.1,2.04137616950359,point
9.1,2.42314785293203,point
9.1,3.1626241554092,point
9.1,3.01603983402899,point
9.1,3.66181799397209,point
9.1,0.0123163103039034,point
9.1,2.68831018410669,point
9.1,2.63314985157609,point
9.1,2.8699345597083,point
9.1,2.79330703464085,point
9.1,2.81082763416685,point
9.1,0.978027183371445,point
9.1,1.63028430983443,point
9.1,2.54284739104227,point
9.1,2.14445105082939,point
9.1,1.81193952207425,point
9.1,2.62725429190069,point
9.1,2.87113395182818,point
9.1,1.10108525732756,point
9.1,2.65041303167391,point
9.1,2.53825257610566,point
9.1,2.66157860022051,point
9.2,2.93285677819925,point
9.2,0.144927384856725,point
9.2,2.98736634740152,point
9.2,2.54476232544843,point
9.2,2.2882049815687,point
9.2,3.43580591997492,point
9.2,3.18555894896426,point
9.2,3.0456998231024,point
9.2,3.1974188037226,point
9.2,2.73601165743334,point
9.2,2.70712938703773,point
9.2,2.80740232411592,point
9.2,2.29597569441579,point
9.2,2.89203735226619,point
9.2,0.00105999712247384,point
9.2,2.80897807104537,point
9.2,3.03150988738396,point
9.2,2.87553238571253,point
9.2,2.96006496893204,point
9.2,2.89602572671283,point
9.2,2.62775156726558,point
9.2,0.288032479219306,point
9.2,3.30868705540369,point
9.2,0.967122853818608,point
9.2,3.33957924952152,point
9.2,2.95545230434319,point
9.2,2.64060473348476,point
9.2,1.76939515092819,point
9.2,3.37742086650031,point
9.2,3.74675346287001,point
9.2,2.57841949091176,point
9.2,2.88100478293,point
9.2,3.58547937384324,point
9.2,3.52950864107431,point
9.2,0.215034908548695,point
9.2,2.65771773945492,point
9.2,2.93031913189994,point
9.2,3.06070111889635,point
9.2,3.15678005456234,point
9.2,5.04409305386545e-05,point
9.2,3.12785775485362,point
9.2,3.098749671578,point
9.2,3.50879625205926,point
9.2,2.75135659697461,point
9.2,1.57643990316879,point
9.2,2.47413488249172,point
9.2,2.57752309110337,point
9.2,2.76373662229921,point
9.2,2.92668833075653,point
9.2,2.95210055416844,point
9.2,2.87486580451048,point
9.3,2.76561748679411,point
9.3,2.83293860938978,point
9.3,2.43293536215838,point
9.3,2.87749887278353,point
9.3,1.98049697891721,point
9.3,3.10072876977197,point
9.3,2.5641879105204,point
9.3,2.49598929917979,point
9.3,2.69530569723029,point
9.3,3.12967537663759,point
9.3,2.67958594017619,point
9.3,2.26369248533323,point
9.3,2.47860687995838,point
9.3,2.38954203243663,point
9.3,2.91838432611831,point
9.3,3.10360170470224,point
9.3,2.79460717322411,point
9.3,3.16629446361681,point
9.3,2.96179370069617,point
9.3,1.80587024347846,point
9.3,2.52614144552697,point
9.3,2.89306898183963,point
9.3,3.24309475210433,point
9.3,3.30819484445223,point
9.3,2.7734942473766,point
9.3,2.4184733307375,point
9.3,2.73551134621203,point
9.3,2.29394132767633,point
9.3,3.19839514175838,point
9.3,2.68603879088839,point
9.3,2.55909284491143,point
9.3,2.38398900227456,point
9.3,2.34028595151251,point
9.4,2.96388098058626,point
9.4,2.8593573659134,point
9.4,2.86760987281529,point
9.4,2.93248076218036,point
9.4,2.73379901265419,point
9.4,2.50738365138411,point
9.4,2.91081707244119,point
9.4,2.46002955738096,point
9.4,2.54001734697414,point
9.4,2.2329584737694,point
9.4,2.58091246616872,point
9.4,2.70348170510478,point
9.4,2.97824506127909,point
9.4,2.96819583910262,point
9.4,2.56977785256604,point
9.4,2.41974651679372,point
9.4,2.72539434458535,point
9.4,2.41259999172487,point
9.4,2.51482417992989,point
9.4,2.63844460271738,point
9.4,2.46446177956743,point
9.4,3.21659299716397,point
9.4,2.97109285690117,point
9.4,3.035748820601,point
9.4,2.86543585637092,point
9.5,2.85861763038128,point
9.5,2.68742355667145,point
9.5,2.67818010318333,point
9.5,3.07374312757702,point
9.5,2.9700492748684,point
9.5,2.20813015858006,point
9.5,3.3278482932923,point
9.5,2.99074978350801,point
9.5,3.00807269471635,point
9.5,3.22489692880865,point
9.5,3.50064910908038,point
9.5,3.07467839869115,point
9.5,1.76547534004998,point
9.5,3.31325020599138,point
9.5,3.27068292130242,point
9.5,3.14176792027421,point
9.5,3.31834721354245,point
9.5,3.2942957842914,point
9.5,1.80893277947487,point
9.5,2.50448056496291,point
9.5,2.81911225054623,point
9.5,2.00622261036532,point
9.6,2.89597533433405,point
9.6,2.29489419179427,point
9.6,2.52273875781221,point
9.6,3.06947017581263,point
9.6,2.55306308579814,point
9.6,3.32955849252432,point
9.6,3.17025998839649,point
9.6,2.97555315245239,point
9.6,2.88708264639738,point
9.6,3.20357078977455,point
9.6,2.65033949876248,point
9.6,2.93264516315027,point
9.6,3.06987226952325,point
9.6,3.41338827789742,point
9.6,2.76551353010343,point
9.6,2.97772319787,point
9.6,3.34078442410907,point
9.6,2.75206346968423,point
9.6,2.92981750368321,point
9.6,2.79539085066161,point
9.6,3.44694300101182,point
9.6,3.08324230697431,point
9.6,3.18689192115931,point
9.6,3.09549070261727,point
9.6,2.94992706866259,point
9.6,2.96887042631496,point
9.6,3.1533870559877,point
9.6,2.86804665456247,point
9.7,2.84809107940757,point
9.7,2.82067322421714,point
9.7,3.05679506189012,point
9.7,2.16603410069728,point
9.7,2.9553481449481,point
9.7,2.58073643408663,point
9.7,3.01794328109881,point
9.7,3.24827523697161,point
9.7,2.71154556528119,point
9.7,2.90494645693941,point
9.7,2.93424850717928,point
9.7,3.65965060295498,point
9.7,3.7753034388265,point
9.7,4.00583111486231,point
9.7,3.42166900125421,point
9.7,2.85239042970757,point
9.7,3.1487486729542,point
9.7,2.87233234765531,point
9.7,2.02013945965182,point
9.7,1.80594038768242,point
9.7,2.84109959142042,point
9.7,3.10553896374291,point
9.7,3.27248609145923,point
9.7,3.2335843997985,point
9.8,2.44906212235733,point
9.8,2.29416783696839,point
9.8,3.55197120991713,point
9.8,3.38880258672564,point
9.8,2.85036338895715,point
9.8,3.22800593575563,point
9.8,3.43730764964514,point
9.8,3.17893130798117,point
9.8,2.67684734898573,point
9.8,3.27436603851772,point
9.8,2.70216548053199,point
9.9,2.32632449465351,point
9.9,2.80471856576188,point
9.9,3.36012544649667,point
9.9,2.73616106739823,point
9.9,3.05058876150885,point
9.9,2.84981115658833,point
9.9,3.43216303358577,point
9.9,3.23756065916464,point
9.9,3.10211050871942,point
9.9,3.43379272369816,point
9.9,3.33149742364403,point
9.9,3.39196288843842,point
9.9,3.21781853346443,point
9.9,2.75154941479161,point
9.9,2.67265841740075,point
9.9,3.10838561683574,point
9.9,3.53694808833939,point
10,3.75908124645652,point
10,2.80912628806282,point
10,2.95510259661568,point
10,3.51716228914239,point
10,2.81727942538389,point
10,2.70709845702616,point
10,3.33679895207826,point
10,2.27117464683243,point
10,3.27572076651121,point
10,2.91030669703123,point
10,0.000194721835138015,point
10,3.12104193303998,point
10,3.10239274512088,point
10,3.84057401248159,point
10,2.99076611813402,point
10,2.47165830834547,point
10,2.6813660521334,point
10,3.13510140513785,point
10,3.89852762593952,point
10,2.51327596764282,point
10,3.91247742092136,point
10,3.2189113298858,point
10,3.39437145680571,point
10,3.22662566695821,point
10,3.32690832846904,point
10,3.4450618724066,point
10,3.64048211169989,point
10,3.49913153635825,point
10,2.45497073605459,point
10,3.06078756963067,point
10,3.44561945055804,point
10,3.9484980611541,point
10,3.55268446568851,point
10,3.09936253975777,point
10,3.45639483053992,point
10,3.71898624772924,point
10,3.20469007610413,point
10,3.167560250567,point
10,2.64714639641987,point
10,2.92701274569459,point
10,3.37054374035341,point
10,3.30254717323298,point
10,2.28089991107055,point
10,3.02088973640213,point
5.7,0.86468986181709,YRI_line
6.2,0.809266180056203,YRI_line
6.6,0.796035581049008,YRI_line
6.6,0.796035581049008,YRI_line
6.8,0.807937154403454,YRI_line
6.9,0.819813340395252,YRI_line
7.2,0.883587545114873,YRI_line
7.2,0.883587545114873,YRI_line
7.3,0.915461953793359,YRI_line
7.6,1.04811892554491,YRI_line
7.6,1.04811892554491,YRI_line
7.6,1.04811892554491,YRI_line
7.6,1.04811892554491,YRI_line
7.6,1.04811892554491,YRI_line
7.6,1.04811892554491,YRI_line
7.7,1.10591695622465,YRI_line
7.7,1.10591695622465,YRI_line
7.8,1.17112173604762,YRI_line
7.8,1.17112173604762,YRI_line
7.8,1.17112173604762,YRI_line
7.8,1.17112173604762,YRI_line
7.9,1.24410360247096,YRI_line
7.9,1.24410360247096,YRI_line
7.9,1.24410360247096,YRI_line
8,1.32523289295185,YRI_line
8,1.32523289295185,YRI_line
8.2,1.51341509591488,YRI_line
8.2,1.51341509591488,YRI_line
8.2,1.51341509591488,YRI_line
8.2,1.51341509591488,YRI_line
8.2,1.51341509591488,YRI_line
8.2,1.51341509591488,YRI_line
8.2,1.51341509591488,YRI_line
8.2,1.51341509591488,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.3,1.62120868331135,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.4,1.738631044594,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.5,1.86605251721999,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.6,2.00384343864649,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.7,2.15237414633066,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.8,2.31201497772966,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
8.9,2.48079958552923,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9,2.64741488332951,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.1,2.79821109995922,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.2,2.91953846424708,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.3,3.00193171620359,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.4,3.05266364056632,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.5,3.08319153325462,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.6,3.10497269018786,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.7,3.12744191795865,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.8,3.15194406585266,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
9.9,3.17780149382881,YRI_line
10,3.20433656184603,YRI_line
10,3.20433656184603,YRI_line
10,3.20433656184603,YRI_line
10,3.20433656184603,YRI_line
10,3.20433656184603,YRI_line
10,3.20433656184603,YRI_line
10,3.20433656184603,YRI_line
